ID,Name,Typ,Land,Am,MW
lech,Lech Posen,2,POL,0,NA
asse,AS Saint Etienne,2,FRA,0,NA
maff,Malmoe FF,2,SWE,0,NA
krc,KRC Genk,2,BEL,0,NA
and,RSC Anderlecht,2,BEL,0,NA
vol,FC Volendam,2,NED,0,NA
atpr,Athletico Paranese,2,BRA,0,NA
twl,TWL Elektra,2,AUT,0,NA
svka,SV Kapfenberg,2,AUT,0,NA
gamb,Gamba Osaka,2,JAP,0,NA
pus,Puskas AFC,2,HUN,0,NA
aaa,Alemannia Aachen,2,GER,1,NA
burg,SV Wacker Burghausen,2,GER,1,NA
rma,Real Madrid,2,ESP,0,NA
blum,Blumenthaler SV,2,GER,1,NA
have,TSV Havelse,2,GER,1,NA
bonn,Bonner SC,2,GER,1,NA
czj,FC Carl Zeiss Jena,2,GER,1,NA
stp,FC St Pauli,2,GER,0,NA
silk,Silkeborg IF,2,DEN,0,NA
gala,Galatasaray Istanbul,2,TUR,0,NA
for,Fortuna Duesseldorf,2,GER,0,NA
macc,Maccabi Tel Aviv,2,ISR,0,NA
fcsi,FC Sion,2,SUI,0,NA
stab,Stabaek IF,2,NOR,0,NA
aar,FC Aarau,2,SUI,0,NA
graa,De Graafschap Doetinchem,2,NED,0,NA
espb,Espanyol Barcelo,2,ESP,0,NA
osna,VfL Osnabrueck,2,GER,0,NA
kun,Korea University,2,KOR,0,NA
cib,Cibalia,2,CRO,0,NA
kral,Hradec Kralove,2,CZE,0,NA
luz,FC Luzern,2,SUI,0,NA
inte,Internacional Porto Alegre,2,BRA,0,NA
twen,Twente Enschede,2,NED,0,NA
ols,Tempo 25 Olsztyn,2,POL,0,NA
whu,West Ham United,2,ENG,0,NA
eber,TSV Ebersberg,2,GER,1,NA
hori,ASK Horitschon,2,AUT,0,NA
rwer,Rot Weiss Erfurt,2,GER,1,NA
reim,Stade Reims,2,FRA,0,NA
hors,AC Horsens,2,DEN,0,NA
nied,SuS Niederschelden,2,GER,1,NA
hro,Hansa Rostock,2,GER,0,NA
mont,Montpellier HSC,2,FRA,0,NA
beif,Benlose IF,2,DEN,0,NA
zapr,Inter Zapresic,2,CRO,0,NA
rwie,Rapid Wien,2,AUT,0,NA
ange,Angelholm,2,SWE,0,NA
graz,Sturm Graz,2,AUT,0,NA
auer,SV Auersmacher,2,GER,1,NA
atro,Atromitos Athen,2,GRE,0,NA
suco,Supreme Court FC,2,NIG,0,NA
obk,Odense BK,2,DEN,0,NA
dubn,FK Dubnica,2,SVK,0,NA
feye,Feyenoord Rotterdam,2,NED,0,NA
eve,FC Everton,2,ENG,0,NA
part,Partizan Belgrad,2,SRB,0,NA
duis,MSV Duisburg,2,GER,0,NA
ostr,Banik Ostrau,2,CZE,0,NA
brab,Brabrand IF,2,DEN,0,NA
cott,Energie Cottbus,2,GER,1,NA
tot,Tottenham Hotspurs,2,ENG,0,NA
der,Derby County,2,ENG,0,NA
slpr,Slavia Prag,2,CZE,0,NA
sang,Kyoto Sanga,2,JAP,0,NA
lipp,SV Lippstadt,2,GER,1,NA
alk,AZ Alkmaar,2,NED,0,NA
stpo,AKA St Poelten,2,AUT,0,NA
nag,Nagoya Crampus,2,JAP,0,NA
zwo,PEC Zwolle,2,NED,0,NA
mala,FC Malaga ,2,ESP,0,NA
muns,Preussen Muenster,2,GER,1,NA
vik,Viking FK,2,NOR,0,NA
habi,VfB Habinghorst,2,GER,1,NA
hern,Westfalia Herne,2,GER,1,NA
olpi,Olympiakos Piraus,2,GRE,0,NA
kirc,VfL Kirchheim,2,GER,1,NA
anne,Patroge Saint Anne,2,COG,0,NA
mli,AD Municipal Liberia,2,CRI,0,NA
lust,Austria Lustenau,2,AUT,0,NA
cuk,FK Cukaricki,2,SRB,0,NA
zaw,Zawisza Bydgoszcz,2,POL,0,NA
yok,Yokkaichi Highschool,2,JAP,0,NA
paok,PAOK Saloniki,2,GRE,0,NA
shak,Shaktar Donezk,2,UKR,0,NA
ura,Urawa Reds,2,JAP,0,NA
ful,FC Fulham,2,ENG,0,NA
ybb,Young Boys Bern,2,SUI,0,NA
nkd,NK Dubrava,2,CRO,0,NA
asco,Angers SCO,2,FRA,0,NA
goz,Gozzano,2,ITA,0,NA
naci,Nacional,2,URU,0,NA
fcn,1 FC Nuernberg,2,GER,0,NA
